age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,year
40.0,entrepreneur,married,tertiary,no,3571.0,no,no,,9.0,6,222.0,3.0,-1.0,0.0,unknown,no,2022
44.0,technician,single,secondary,no,33.0,yes,no,cellular,13.0,5,195.0,3.0,351.0,10.0,failure,no,2022
45.0,blue-collar,single,secondary,no,0.0,yes,no,cellular,26.0,7,768.0,2.0,91.0,5.0,success,no,2022
30.0,student,single,secondary,no,3096.0,no,no,cellular,26.0,1,123.0,1.0,-1.0,0.0,unknown,no,2022
48.0,technician,divorced,secondary,yes,20.0,no,no,cellular,27.0,8,145.0,3.0,-1.0,0.0,unknown,no,2022
33.0,blue-collar,married,secondary,no,3576.0,yes,no,cellular,2.0,4,124.0,1.0,308.0,2.0,other,no,2022
57.0,technician,married,unknown,no,206.0,yes,no,,5.0,5,216.0,3.0,-1.0,0.0,unknown,no,2022
57.0,housemaid,married,primary,no,7082.0,no,no,,6.0,6,69.0,3.0,-1.0,0.0,unknown,no,2022
51.0,unemployed,married,tertiary,no,1634.0,yes,no,cellular,22.0,7,168.0,4.0,-1.0,0.0,unknown,no,2022
34.0,admin.,single,secondary,no,1.0,yes,no,cellular,22.0,7,483.0,7.0,-1.0,0.0,unknown,no,2022
50.0,self-employed,married,tertiary,no,4012.0,no,no,cellular,19.0,11,690.0,3.0,-1.0,0.0,unknown,no,2022
44.0,management,married,tertiary,no,3762.0,no,no,cellular,28.0,8,125.0,12.0,-1.0,0.0,unknown,no,2022
27.0,admin.,married,secondary,no,-247.0,yes,yes,,4.0,6,344.0,2.0,-1.0,0.0,unknown,no,2022
50.0,blue-collar,married,secondary,no,606.0,yes,no,,14.0,5,673.0,2.0,-1.0,0.0,unknown,no,2022
36.0,management,married,tertiary,no,0.0,yes,no,cellular,28.0,1,60.0,1.0,250.0,1.0,other,no,2022
42.0,management,married,secondary,no,-189.0,yes,no,,12.0,5,247.0,2.0,-1.0,0.0,unknown,no,2022
32.0,unemployed,single,secondary,no,0.0,no,no,cellular,27.0,5,123.0,2.0,-1.0,0.0,unknown,no,2022
42.0,management,married,tertiary,no,484.0,yes,no,cellular,11.0,7,144.0,2.0,-1.0,0.0,unknown,no,2022
43.0,technician,married,secondary,no,0.0,no,yes,cellular,8.0,5,9.0,2.0,172.0,5.0,failure,no,2022
31.0,management,married,tertiary,no,395.0,yes,no,cellular,9.0,2,155.0,3.0,-1.0,0.0,unknown,no,2022
32.0,management,married,tertiary,no,2349.0,no,no,cellular,14.0,8,134.0,5.0,-1.0,0.0,unknown,no,2022
55.0,blue-collar,divorced,primary,no,410.0,no,yes,cellular,11.0,7,221.0,2.0,-1.0,0.0,unknown,no,2022
58.0,retired,married,primary,no,3401.0,yes,no,cellular,3.0,2,84.0,3.0,265.0,2.0,failure,no,2022
46.0,blue-collar,married,primary,no,222.0,no,no,cellular,8.0,8,71.0,2.0,-1.0,0.0,unknown,no,2022
55.0,blue-collar,married,secondary,no,989.0,yes,yes,,23.0,5,246.0,4.0,-1.0,0.0,unknown,no,2022
34.0,management,married,tertiary,no,415.0,no,yes,cellular,23.0,7,361.0,2.0,-1.0,0.0,unknown,no,2022
28.0,unemployed,single,secondary,no,,no,no,cellular,12.0,8,119.0,4.0,-1.0,0.0,unknown,no,2022
42.0,technician,divorced,tertiary,no,7190.0,yes,no,cellular,29.0,7,375.0,2.0,-1.0,0.0,unknown,no,2022
29.0,blue-collar,single,secondary,no,482.0,no,yes,cellular,10.0,7,1097.0,3.0,-1.0,0.0,unknown,yes,2022
54.0,housemaid,married,secondary,no,209.0,yes,yes,cellular,25.0,7,97.0,1.0,-1.0,0.0,unknown,no,2022
32.0,technician,single,secondary,no,0.0,no,no,cellular,26.0,8,181.0,2.0,-1.0,0.0,unknown,no,2022
39.0,technician,single,tertiary,no,5803.0,no,no,cellular,2.0,2,83.0,3.0,-1.0,0.0,unknown,no,2022
53.0,entrepreneur,married,tertiary,no,624.0,no,yes,cellular,21.0,7,180.0,4.0,-1.0,0.0,unknown,no,2022
58.0,technician,married,tertiary,no,883.0,no,no,cellular,18.0,8,543.0,1.0,78.0,2.0,failure,no,2022
40.0,self-employed,married,secondary,no,1516.0,yes,yes,,23.0,5,373.0,1.0,-1.0,0.0,unknown,no,2022
29.0,student,single,secondary,no,872.0,yes,no,,7.0,5,230.0,1.0,-1.0,0.0,unknown,no,2022
33.0,technician,married,tertiary,no,-988.0,yes,yes,cellular,15.0,7,83.0,3.0,-1.0,0.0,unknown,no,2022
38.0,admin.,single,secondary,no,902.0,yes,no,telephone,31.0,7,58.0,13.0,-1.0,0.0,unknown,no,2022
56.0,services,divorced,secondary,no,1007.0,no,no,cellular,29.0,7,88.0,6.0,-1.0,0.0,unknown,no,2022
40.0,services,married,secondary,no,0.0,yes,no,cellular,2.0,6,297.0,1.0,28.0,3.0,failure,no,2022
24.0,blue-collar,single,secondary,no,174.0,yes,yes,cellular,18.0,5,487.0,1.0,-1.0,0.0,unknown,yes,2022
46.0,management,married,secondary,no,12186.0,no,no,,20.0,6,29.0,3.0,-1.0,0.0,unknown,no,2022
35.0,self-employed,married,secondary,no,524.0,yes,no,cellular,21.0,11,484.0,4.0,-1.0,0.0,unknown,no,2022
35.0,blue-collar,single,tertiary,no,0.0,yes,no,cellular,21.0,7,262.0,4.0,-1.0,0.0,unknown,no,2022
34.0,technician,married,secondary,no,4.0,yes,no,,15.0,5,644.0,1.0,-1.0,0.0,unknown,no,2022
35.0,housemaid,married,tertiary,no,11219.0,no,no,cellular,12.0,8,699.0,2.0,79.0,1.0,failure,no,2022
38.0,technician,single,tertiary,no,0.0,no,no,cellular,28.0,8,247.0,2.0,-1.0,0.0,unknown,no,2022
50.0,blue-collar,married,primary,no,5776.0,no,no,cellular,18.0,11,49.0,3.0,-1.0,0.0,unknown,no,2022
51.0,blue-collar,divorced,primary,no,37.0,yes,no,cellular,13.0,5,341.0,1.0,-1.0,0.0,unknown,no,2022
59.0,self-employed,married,tertiary,no,593.0,no,no,,13.0,5,64.0,2.0,-1.0,0.0,unknown,no,2022
32.0,blue-collar,married,secondary,no,1148.0,yes,no,cellular,20.0,4,121.0,1.0,-1.0,0.0,unknown,no,2022
37.0,blue-collar,single,secondary,no,3561.0,yes,no,,2.0,6,98.0,1.0,-1.0,0.0,unknown,no,2022
42.0,admin.,divorced,secondary,no,63.0,no,no,,16.0,5,88.0,6.0,-1.0,0.0,unknown,no,2022
40.0,student,married,secondary,no,260.0,no,no,,20.0,6,197.0,6.0,-1.0,0.0,unknown,no,2022
28.0,technician,single,tertiary,no,2269.0,yes,no,,9.0,5,331.0,1.0,-1.0,0.0,unknown,no,2022
47.0,admin.,married,secondary,no,1060.0,yes,no,,6.0,6,83.0,3.0,-1.0,0.0,unknown,no,2022
27.0,self-employed,married,secondary,no,-220.0,yes,no,,26.0,5,138.0,2.0,-1.0,0.0,unknown,no,2022
41.0,management,married,tertiary,no,49.0,yes,no,cellular,17.0,7,312.0,5.0,-1.0,0.0,unknown,no,2022
34.0,admin.,married,tertiary,no,69.0,no,yes,cellular,4.0,8,120.0,3.0,1.0,6.0,success,yes,2022
50.0,blue-collar,married,primary,no,4108.0,yes,no,cellular,7.0,8,526.0,2.0,-1.0,0.0,unknown,yes,2022
47.0,blue-collar,married,secondary,no,480.0,yes,no,,28.0,5,211.0,2.0,-1.0,0.0,unknown,no,2022
53.0,services,married,secondary,no,4994.0,no,no,cellular,18.0,8,62.0,6.0,-1.0,0.0,unknown,no,2022
53.0,technician,divorced,secondary,no,0.0,yes,yes,cellular,15.0,7,135.0,5.0,-1.0,0.0,unknown,no,2022
47.0,management,married,tertiary,no,3681.0,no,no,cellular,14.0,8,101.0,2.0,-1.0,0.0,unknown,no,2022
49.0,entrepreneur,divorced,unknown,yes,-701.0,yes,no,cellular,30.0,7,988.0,2.0,-1.0,0.0,unknown,yes,2022
29.0,management,married,tertiary,no,451.0,no,no,cellular,28.0,1,451.0,1.0,-1.0,0.0,unknown,no,2022
45.0,blue-collar,divorced,primary,no,,yes,no,,23.0,5,1030.0,1.0,-1.0,0.0,unknown,yes,2022
38.0,entrepreneur,married,secondary,no,,yes,yes,cellular,24.0,7,1484.0,24.0,-1.0,0.0,unknown,yes,2022
32.0,blue-collar,married,secondary,no,759.0,yes,no,cellular,9.0,4,317.0,5.0,-1.0,0.0,unknown,yes,2022
70.0,retired,divorced,primary,no,4531.0,no,no,cellular,18.0,5,445.0,1.0,-1.0,0.0,unknown,no,2022
65.0,retired,divorced,primary,no,1840.0,no,no,cellular,1.0,6,383.0,2.0,188.0,5.0,failure,no,2022
56.0,blue-collar,married,secondary,no,345.0,yes,no,telephone,22.0,7,605.0,1.0,-1.0,0.0,unknown,no,2022
35.0,blue-collar,married,secondary,no,1287.0,yes,no,cellular,14.0,7,330.0,2.0,-1.0,0.0,unknown,no,2022
56.0,management,married,unknown,no,353.0,no,yes,cellular,25.0,7,171.0,2.0,-1.0,0.0,unknown,no,2022
56.0,technician,married,secondary,no,205.0,no,yes,cellular,23.0,7,442.0,2.0,-1.0,0.0,unknown,no,2022
49.0,entrepreneur,married,secondary,no,687.0,yes,no,cellular,17.0,4,772.0,1.0,-1.0,0.0,unknown,yes,2022
38.0,unemployed,married,primary,no,1147.0,yes,yes,,8.0,5,249.0,5.0,-1.0,0.0,unknown,no,2022
35.0,management,married,tertiary,no,4286.0,yes,no,,9.0,5,357.0,1.0,-1.0,0.0,unknown,no,2022
38.0,admin.,married,tertiary,no,605.0,no,no,cellular,18.0,11,147.0,2.0,-1.0,0.0,unknown,no,2022
49.0,blue-collar,married,secondary,no,8545.0,yes,yes,cellular,6.0,5,199.0,7.0,167.0,1.0,failure,no,2022
55.0,management,married,unknown,no,559.0,no,no,cellular,28.0,1,271.0,2.0,-1.0,0.0,unknown,no,2022
43.0,blue-collar,single,primary,no,2.0,yes,no,cellular,30.0,7,783.0,3.0,-1.0,0.0,unknown,no,2022
43.0,management,married,tertiary,no,2.0,no,yes,cellular,20.0,8,472.0,2.0,-1.0,0.0,unknown,no,2022
25.0,admin.,single,tertiary,no,760.0,yes,no,cellular,27.0,5,223.0,3.0,89.0,2.0,failure,yes,2022
30.0,blue-collar,married,primary,no,1317.0,yes,no,,21.0,5,395.0,2.0,-1.0,0.0,unknown,no,2022
46.0,blue-collar,married,secondary,no,182.0,no,no,cellular,4.0,2,56.0,1.0,-1.0,0.0,unknown,no,2022
50.0,admin.,married,primary,no,276.0,no,yes,,17.0,6,641.0,6.0,-1.0,0.0,unknown,no,2022
35.0,entrepreneur,married,secondary,no,2971.0,no,no,cellular,4.0,5,429.0,4.0,164.0,2.0,failure,yes,2022
26.0,unemployed,single,secondary,no,1064.0,no,no,,31.0,5,113.0,1.0,-1.0,0.0,unknown,no,2022
45.0,admin.,married,unknown,no,1783.0,no,no,,20.0,6,11.0,11.0,-1.0,0.0,unknown,no,2022
37.0,blue-collar,married,secondary,no,-67.0,no,no,cellular,2.0,2,157.0,1.0,-1.0,0.0,unknown,no,2022
60.0,self-employed,single,tertiary,no,179.0,no,yes,cellular,29.0,7,79.0,4.0,-1.0,0.0,unknown,no,2022
38.0,management,married,tertiary,no,1199.0,no,no,cellular,4.0,8,178.0,1.0,1.0,1.0,success,yes,2022
47.0,blue-collar,married,primary,no,214.0,yes,yes,,9.0,6,168.0,1.0,-1.0,0.0,unknown,no,2022
33.0,technician,married,secondary,no,6699.0,no,no,cellular,9.0,11,425.0,1.0,462.0,1.0,failure,no,2022
51.0,unemployed,married,secondary,no,1760.0,no,yes,cellular,19.0,11,162.0,1.0,-1.0,0.0,unknown,no,2022
35.0,entrepreneur,single,tertiary,no,145.0,yes,no,cellular,18.0,7,799.0,2.0,-1.0,0.0,unknown,yes,2022
35.0,unemployed,married,secondary,no,978.0,no,no,cellular,29.0,12,1370.0,3.0,209.0,3.0,success,yes,2022
48.0,admin.,single,secondary,no,1150.0,yes,no,,28.0,5,357.0,1.0,-1.0,0.0,unknown,no,2022
37.0,admin.,married,secondary,no,121.0,no,no,cellular,22.0,7,22.0,6.0,-1.0,0.0,unknown,no,2022
29.0,technician,single,tertiary,no,828.0,yes,no,cellular,16.0,4,215.0,3.0,321.0,3.0,other,no,2022
34.0,admin.,married,secondary,no,244.0,yes,no,cellular,31.0,7,56.0,4.0,-1.0,0.0,unknown,no,2022
32.0,services,married,primary,no,228.0,yes,no,cellular,21.0,7,1017.0,6.0,-1.0,0.0,unknown,yes,2022
30.0,management,single,tertiary,no,424.0,no,no,cellular,16.0,4,298.0,4.0,-1.0,0.0,unknown,yes,2022
47.0,management,divorced,tertiary,no,447.0,no,yes,,7.0,5,126.0,1.0,-1.0,0.0,unknown,no,2022
33.0,blue-collar,married,primary,no,-195.0,no,no,,20.0,9,9.0,1.0,-1.0,0.0,unknown,no,2022
33.0,management,single,tertiary,no,1410.0,yes,no,cellular,5.0,2,8.0,1.0,254.0,5.0,failure,no,2022
63.0,retired,married,primary,no,1084.0,no,no,cellular,14.0,10,201.0,1.0,183.0,1.0,success,no,2022
51.0,self-employed,divorced,primary,no,10924.0,no,no,cellular,6.0,5,106.0,2.0,-1.0,0.0,unknown,no,2022
41.0,management,married,tertiary,no,832.0,yes,yes,cellular,21.0,11,164.0,1.0,176.0,1.0,failure,no,2022
56.0,retired,married,tertiary,no,478.0,no,no,cellular,5.0,2,97.0,1.0,-1.0,0.0,unknown,no,2022
60.0,management,single,tertiary,no,0.0,no,yes,cellular,23.0,7,151.0,1.0,-1.0,0.0,unknown,no,2022
41.0,self-employed,single,tertiary,no,3950.0,yes,no,,30.0,5,96.0,2.0,-1.0,0.0,unknown,no,2022
37.0,management,single,unknown,no,504.0,yes,no,cellular,16.0,4,555.0,1.0,-1.0,0.0,unknown,no,2022
36.0,blue-collar,single,secondary,no,219.0,yes,yes,cellular,11.0,5,270.0,2.0,347.0,1.0,failure,no,2022
57.0,management,married,tertiary,no,1602.0,no,no,cellular,29.0,7,339.0,3.0,-1.0,0.0,unknown,no,2022
55.0,management,married,primary,no,2587.0,no,no,cellular,4.0,9,328.0,2.0,94.0,2.0,success,yes,2022
44.0,admin.,married,secondary,no,0.0,yes,yes,,16.0,5,159.0,1.0,-1.0,0.0,unknown,no,2022
47.0,self-employed,married,tertiary,no,2303.0,yes,no,cellular,6.0,5,323.0,2.0,364.0,1.0,failure,no,2022
31.0,blue-collar,married,secondary,no,1660.0,yes,no,cellular,20.0,4,342.0,1.0,-1.0,0.0,unknown,no,2022
35.0,management,married,tertiary,yes,32.0,yes,no,cellular,21.0,11,180.0,1.0,-1.0,0.0,unknown,no,2022
39.0,management,married,tertiary,no,278.0,no,yes,cellular,28.0,7,60.0,3.0,-1.0,0.0,unknown,no,2022
50.0,management,married,tertiary,no,4.0,no,no,cellular,17.0,11,223.0,1.0,96.0,2.0,failure,no,2022
29.0,management,married,tertiary,no,,yes,no,cellular,18.0,5,1434.0,2.0,356.0,4.0,failure,no,2022
30.0,services,single,secondary,no,,yes,no,,6.0,5,30.0,2.0,-1.0,0.0,unknown,no,2022
46.0,services,married,secondary,no,271.0,yes,no,,16.0,5,134.0,4.0,-1.0,0.0,unknown,no,2022
27.0,management,single,unknown,no,3196.0,no,no,cellular,9.0,2,10.0,2.0,-1.0,0.0,unknown,no,2022
48.0,admin.,divorced,secondary,no,4099.0,no,no,cellular,2.0,4,397.0,2.0,-1.0,0.0,unknown,yes,2022
26.0,student,single,secondary,no,2572.0,yes,no,cellular,5.0,5,620.0,1.0,-1.0,0.0,unknown,no,2022
36.0,management,single,tertiary,no,339.0,no,no,cellular,21.0,11,6.0,6.0,-1.0,0.0,unknown,no,2022
42.0,blue-collar,married,primary,no,0.0,yes,yes,cellular,7.0,5,209.0,2.0,-1.0,0.0,unknown,no,2022
50.0,housemaid,married,primary,no,395.0,yes,no,,15.0,5,419.0,2.0,-1.0,0.0,unknown,no,2022
49.0,blue-collar,married,secondary,no,2039.0,yes,no,cellular,18.0,11,283.0,2.0,-1.0,0.0,unknown,no,2022
45.0,management,married,tertiary,no,5450.0,no,no,cellular,8.0,8,188.0,2.0,-1.0,0.0,unknown,no,2022
23.0,student,single,secondary,no,780.0,no,no,cellular,16.0,9,267.0,1.0,-1.0,0.0,unknown,no,2022
38.0,technician,single,secondary,no,0.0,yes,no,cellular,7.0,4,196.0,2.0,-1.0,0.0,unknown,no,2022
32.0,management,single,tertiary,no,8436.0,yes,no,cellular,17.0,4,245.0,1.0,149.0,2.0,failure,no,2022
60.0,technician,single,primary,no,11262.0,no,no,cellular,26.0,8,323.0,1.0,-1.0,0.0,unknown,yes,2022
30.0,entrepreneur,married,secondary,no,946.0,yes,no,cellular,19.0,11,1065.0,1.0,,1.0,other,no,2022
58.0,housemaid,married,tertiary,no,497.0,no,no,,11.0,6,138.0,5.0,-1.0,0.0,unknown,no,2022
60.0,retired,married,primary,no,55.0,no,no,cellular,4.0,6,207.0,1.0,-1.0,0.0,unknown,no,2022
38.0,services,married,secondary,no,-140.0,no,no,,25.0,6,456.0,3.0,-1.0,0.0,unknown,no,2022
51.0,technician,married,secondary,no,-379.0,yes,no,cellular,5.0,8,261.0,1.0,-1.0,0.0,unknown,no,2022
42.0,admin.,married,secondary,no,-396.0,yes,no,cellular,11.0,5,80.0,1.0,308.0,4.0,failure,no,2022
30.0,services,single,secondary,no,0.0,yes,no,cellular,18.0,5,131.0,6.0,363.0,9.0,failure,no,2022
40.0,management,married,primary,no,733.0,yes,no,,6.0,6,94.0,7.0,-1.0,0.0,unknown,no,2022
37.0,management,married,tertiary,no,393.0,yes,no,cellular,14.0,5,567.0,3.0,275.0,4.0,failure,yes,2022
53.0,technician,divorced,primary,no,7290.0,yes,no,,30.0,5,153.0,1.0,-1.0,0.0,unknown,no,2022
27.0,services,single,secondary,no,468.0,yes,no,cellular,13.0,5,109.0,1.0,-1.0,0.0,unknown,no,2022
39.0,blue-collar,married,secondary,no,0.0,yes,no,cellular,30.0,4,53.0,1.0,325.0,1.0,failure,no,2022
39.0,blue-collar,married,primary,no,3705.0,yes,no,,16.0,6,77.0,1.0,-1.0,0.0,unknown,no,2022
59.0,retired,married,tertiary,no,9676.0,no,no,telephone,27.0,3,234.0,2.0,-1.0,0.0,unknown,yes,2022
37.0,services,married,secondary,no,1328.0,yes,no,telephone,13.0,5,121.0,2.0,341.0,4.0,failure,no,2022
41.0,blue-collar,married,primary,no,8.0,yes,no,cellular,15.0,7,155.0,2.0,-1.0,0.0,unknown,no,2022
45.0,blue-collar,married,primary,no,61.0,no,no,cellular,17.0,4,108.0,1.0,-1.0,0.0,unknown,no,2022
48.0,management,married,tertiary,no,6613.0,no,no,,17.0,6,159.0,3.0,-1.0,0.0,unknown,no,2022
48.0,technician,married,secondary,no,302.0,yes,no,,26.0,5,208.0,3.0,-1.0,0.0,unknown,no,2022
32.0,blue-collar,married,secondary,no,1005.0,no,no,cellular,12.0,5,215.0,1.0,-1.0,0.0,unknown,no,2022
35.0,services,married,secondary,no,109.0,yes,no,,6.0,5,597.0,3.0,-1.0,0.0,unknown,no,2022
33.0,management,single,tertiary,no,1240.0,yes,no,cellular,4.0,2,505.0,2.0,260.0,1.0,other,no,2022
28.0,blue-collar,single,primary,no,0.0,yes,yes,,3.0,6,380.0,4.0,-1.0,0.0,unknown,no,2022
64.0,retired,married,unknown,no,2923.0,no,no,cellular,12.0,3,120.0,1.0,-1.0,0.0,unknown,no,2022
35.0,technician,married,secondary,no,0.0,no,no,cellular,27.0,8,106.0,4.0,-1.0,0.0,unknown,no,2022
33.0,blue-collar,married,secondary,no,43.0,yes,no,cellular,14.0,5,332.0,2.0,358.0,2.0,failure,no,2022
41.0,technician,married,secondary,no,288.0,yes,no,,15.0,5,221.0,4.0,-1.0,0.0,unknown,no,2022
34.0,admin.,married,secondary,no,613.0,yes,no,cellular,4.0,6,80.0,1.0,-1.0,0.0,unknown,no,2022
37.0,technician,single,tertiary,no,6101.0,no,no,cellular,4.0,5,60.0,5.0,87.0,1.0,success,no,2022
38.0,blue-collar,married,primary,no,168.0,yes,yes,telephone,13.0,5,212.0,3.0,-1.0,0.0,unknown,no,2022
39.0,blue-collar,married,primary,no,7685.0,yes,no,cellular,14.0,4,493.0,3.0,-1.0,0.0,unknown,no,2022
35.0,technician,divorced,tertiary,no,4515.0,yes,no,cellular,19.0,11,98.0,2.0,-1.0,0.0,unknown,no,2022
28.0,blue-collar,single,secondary,no,517.0,no,yes,cellular,8.0,7,681.0,1.0,-1.0,0.0,unknown,yes,2022
27.0,blue-collar,single,secondary,no,148.0,no,no,cellular,22.0,7,203.0,1.0,-1.0,0.0,unknown,no,2022
48.0,retired,married,primary,yes,-285.0,no,yes,cellular,19.0,11,157.0,1.0,-1.0,0.0,unknown,no,2022
50.0,blue-collar,married,secondary,no,887.0,no,no,,16.0,6,287.0,1.0,-1.0,0.0,unknown,no,2022
45.0,self-employed,married,secondary,no,3098.0,yes,no,cellular,7.0,8,159.0,2.0,-1.0,0.0,unknown,no,2022
41.0,technician,married,tertiary,no,744.0,yes,no,,14.0,5,125.0,1.0,-1.0,0.0,unknown,no,2022
39.0,technician,married,secondary,no,130.0,no,no,cellular,8.0,7,202.0,2.0,-1.0,0.0,unknown,no,2022
44.0,management,married,secondary,no,438.0,yes,no,telephone,8.0,5,37.0,3.0,303.0,1.0,failure,no,2022
54.0,admin.,married,secondary,no,0.0,no,no,cellular,28.0,1,161.0,1.0,98.0,2.0,failure,yes,2022
49.0,management,married,tertiary,no,322.0,no,no,cellular,6.0,8,72.0,4.0,-1.0,0.0,unknown,no,2022
34.0,blue-collar,single,secondary,no,186.0,no,no,cellular,2.0,2,342.0,1.0,-1.0,0.0,unknown,no,2022
75.0,retired,divorced,tertiary,no,3810.0,yes,no,cellular,16.0,11,262.0,1.0,183.0,1.0,failure,yes,2022
42.0,management,married,tertiary,no,0.0,no,no,cellular,13.0,8,325.0,2.0,-1.0,0.0,unknown,no,2022
53.0,blue-collar,married,secondary,no,4380.0,no,no,telephone,19.0,8,223.0,7.0,-1.0,0.0,unknown,no,2022
49.0,management,divorced,tertiary,no,755.0,no,no,cellular,31.0,7,1212.0,4.0,-1.0,0.0,unknown,yes,2022
31.0,services,single,secondary,no,2070.0,no,no,cellular,29.0,8,319.0,2.0,-1.0,0.0,unknown,no,2022
45.0,blue-collar,single,primary,no,999.0,no,no,cellular,29.0,1,182.0,2.0,-1.0,0.0,unknown,no,2022
39.0,self-employed,married,secondary,no,167.0,yes,yes,cellular,17.0,7,330.0,1.0,-1.0,0.0,unknown,no,2022
46.0,technician,married,secondary,no,1322.0,yes,yes,cellular,19.0,11,514.0,1.0,-1.0,0.0,unknown,no,2022
42.0,admin.,divorced,secondary,no,1076.0,yes,no,,14.0,5,213.0,1.0,-1.0,0.0,unknown,no,2022
37.0,management,married,tertiary,no,502.0,yes,no,cellular,7.0,5,551.0,1.0,351.0,1.0,failure,no,2022
26.0,technician,single,tertiary,no,1216.0,yes,no,cellular,16.0,4,472.0,2.0,-1.0,0.0,unknown,no,2022
37.0,management,single,tertiary,no,876.0,yes,no,cellular,15.0,4,140.0,4.0,327.0,2.0,failure,no,2022
36.0,services,single,secondary,no,342.0,yes,no,,7.0,5,142.0,1.0,-1.0,0.0,unknown,no,2022
29.0,blue-collar,single,primary,no,950.0,yes,no,,4.0,6,135.0,3.0,-1.0,0.0,unknown,no,2022
36.0,blue-collar,married,primary,no,973.0,yes,yes,,23.0,5,293.0,1.0,-1.0,0.0,unknown,no,2022
26.0,technician,married,tertiary,no,3825.0,yes,no,,13.0,5,107.0,1.0,-1.0,0.0,unknown,no,2022
32.0,blue-collar,married,secondary,no,2366.0,yes,no,,20.0,5,127.0,2.0,-1.0,0.0,unknown,no,2022
40.0,management,married,tertiary,no,542.0,yes,no,cellular,20.0,11,1816.0,1.0,-1.0,0.0,unknown,no,2022
53.0,management,married,primary,no,995.0,no,no,cellular,4.0,2,200.0,3.0,-1.0,0.0,unknown,no,2022
29.0,management,married,tertiary,no,,yes,no,cellular,12.0,5,418.0,1.0,-1.0,0.0,unknown,no,2022
34.0,technician,single,tertiary,no,228.0,yes,no,cellular,22.0,7,387.0,4.0,,0.0,unknown,no,2022
43.0,blue-collar,married,secondary,no,130.0,no,no,cellular,5.0,5,156.0,1.0,337.0,3.0,failure,no,2022
56.0,management,married,tertiary,no,217.0,no,yes,cellular,21.0,7,121.0,2.0,-1.0,0.0,unknown,no,2022
55.0,entrepreneur,divorced,tertiary,no,0.0,no,no,,6.0,6,108.0,2.0,-1.0,0.0,unknown,no,2022
31.0,self-employed,married,tertiary,no,259.0,yes,no,cellular,7.0,5,47.0,1.0,-1.0,0.0,unknown,no,2022
27.0,admin.,single,secondary,no,,yes,no,cellular,20.0,4,16.0,5.0,322.0,4.0,other,no,2022
36.0,management,married,secondary,no,644.0,yes,no,cellular,18.0,11,54.0,2.0,-1.0,0.0,unknown,no,2022
44.0,management,married,tertiary,no,22.0,yes,no,cellular,6.0,8,265.0,2.0,-1.0,0.0,unknown,no,2022
37.0,admin.,divorced,tertiary,no,4303.0,yes,no,,23.0,5,168.0,1.0,-1.0,0.0,unknown,no,2022
30.0,admin.,single,secondary,no,,yes,no,cellular,7.0,5,115.0,3.0,-1.0,0.0,unknown,no,2022
42.0,technician,single,secondary,no,275.0,no,no,cellular,26.0,8,31.0,8.0,-1.0,0.0,unknown,no,2022
30.0,management,married,tertiary,no,1221.0,yes,no,telephone,25.0,7,279.0,4.0,-1.0,0.0,unknown,yes,2022
62.0,retired,married,secondary,no,816.0,no,no,cellular,1.0,9,28.0,2.0,-1.0,0.0,unknown,no,2022
24.0,blue-collar,married,secondary,no,1222.0,yes,no,cellular,20.0,4,369.0,1.0,-1.0,0.0,unknown,no,2022
31.0,technician,married,secondary,no,2363.0,yes,no,,13.0,5,247.0,1.0,-1.0,0.0,unknown,no,2022
66.0,retired,married,tertiary,no,2262.0,no,no,cellular,22.0,4,155.0,1.0,-1.0,0.0,unknown,no,2022
47.0,admin.,married,secondary,no,2.0,no,no,cellular,10.0,7,89.0,1.0,-1.0,0.0,unknown,no,2022
39.0,entrepreneur,married,tertiary,no,2.0,yes,no,cellular,17.0,11,180.0,1.0,-1.0,0.0,unknown,no,2022
35.0,technician,married,secondary,no,4508.0,yes,no,cellular,18.0,11,854.0,1.0,-1.0,0.0,unknown,yes,2022
35.0,admin.,divorced,secondary,no,-402.0,yes,no,cellular,17.0,4,46.0,1.0,-1.0,0.0,unknown,no,2022
27.0,technician,married,secondary,no,1577.0,yes,yes,,28.0,5,266.0,2.0,-1.0,0.0,unknown,no,2022
32.0,blue-collar,married,secondary,no,34.0,yes,no,cellular,5.0,5,321.0,2.0,-1.0,0.0,unknown,no,2022
44.0,management,married,tertiary,no,795.0,no,no,cellular,28.0,8,99.0,24.0,-1.0,0.0,unknown,no,2022
42.0,blue-collar,married,secondary,no,117.0,yes,no,,9.0,5,147.0,1.0,-1.0,0.0,unknown,no,2022
34.0,self-employed,single,tertiary,no,5462.0,no,no,cellular,30.0,4,430.0,1.0,-1.0,0.0,unknown,yes,2022
25.0,services,single,secondary,no,402.0,no,yes,cellular,7.0,7,264.0,1.0,-1.0,0.0,unknown,no,2022
40.0,technician,single,secondary,no,641.0,no,no,cellular,16.0,7,156.0,6.0,-1.0,0.0,unknown,no,2022
43.0,management,divorced,tertiary,no,36.0,no,no,cellular,26.0,5,118.0,1.0,102.0,2.0,failure,no,2022
55.0,unemployed,married,tertiary,no,383.0,no,no,,6.0,5,343.0,3.0,-1.0,0.0,unknown,no,2022
50.0,blue-collar,married,secondary,no,283.0,yes,no,cellular,7.0,8,226.0,3.0,-1.0,0.0,unknown,no,2022
